"MESH","I","PL","S","INDEX"
"5439432933",4.373,-1.00,-1.00,-2
"5439432934",4.362,-1.00,-1.00,-2
"5439442143",4.300,-1.00,-1.00,-2
"5439442144",4.291,-1.00,-1.00,-2
"5439442233",4.294,-1.00,-1.00,-2
"5439442234",4.309,-1.00,-1.00,-2
"5439442243",4.324,-1.00,-1.00,-2
"5439442244",4.325,-1.00,-1.00,-2
"5439442433",4.315,-1.00,-1.00,-2
"5439442434",4.316,-1.00,-1.00,-2
"5439442443",4.331,-1.00,-1.00,-2
"5439442444",4.336,-1.00,-1.00,-2
"5439442533",4.341,-1.00,-1.00,-2
"5439442534",4.345,-1.00,-1.00,-2
"5439442543",4.347,-1.00,-1.00,-2
"5439442544",4.351,-1.00,-1.00,-2
"5439442633",4.352,-1.00,-1.00,-2
"5439442634",4.353,-1.00,-1.00,-2
"5439442643",4.347,-1.00,-1.00,-2
"5439442644",4.336,-1.00,-1.00,-2
"5439442733",4.324,-1.00,-1.00,-2
"5439442734",4.311,-1.00,-1.00,-2
"5439442944",4.359,-1.00,-1.00,-2
"5439452033",4.397,-1.00,-1.00,-2
"5439452533",4.364,-1.00,-1.00,-2
"5439452643",4.549,0.00,0.00,-2
"5439452644",4.578,0.00,0.00,-2
"5439452733",4.598,0.00,0.00,-2
"5439452734",4.604,0.00,0.00,-2
"5439452743",4.617,0.00,0.00,-2
"5439452744",4.644,0.00,0.00,-2
"5439452833",4.674,-1.00,-1.00,-2
"5439452834",4.697,-1.00,-1.00,-2
"5439452843",4.709,-1.00,-1.00,-2
"5439452844",4.712,-1.00,-1.00,-2
"5439452933",4.711,-1.00,-1.00,-2
"5439452934",4.714,-1.00,-1.00,-2
"5439452943",4.713,-1.00,-1.00,-2
"5439452944",4.706,-1.00,-1.00,-2
"5439462033",4.695,0.00,0.00,-2
"5439462034",4.687,0.00,0.00,-2
"5439462043",4.684,0.00,0.00,-2
"5439462044",4.685,0.00,0.00,-2
"5439462133",4.682,0.00,0.00,-2
"5439462134",4.679,0.00,0.00,-2
"5439462143",4.687,0.00,0.00,-2
"5439462144",4.687,0.00,0.00,-2
"5439462233",4.687,0.00,0.00,-2
"5439462234",4.692,0.00,0.00,-2
"5439462243",4.696,0.00,0.00,-2
"5439462244",4.701,0.00,0.00,-2
"5439462333",4.700,0.00,0.00,-2
"5439462334",4.699,0.00,0.00,-2
"5439462343",4.703,0.00,0.00,-2
"5439462344",4.705,0.00,0.00,-2
"5439462433",4.705,0.00,0.00,-2
"5439462443",4.887,1.03,0.03,-2
"5439462444",4.792,0.13,0.02,-2
"5439462734",4.908,-1.00,-1.00,-2
"5439462743",4.906,-1.00,-1.00,-2
"5439472044",4.735,0.00,0.00,-2
"5439472133",4.746,0.00,0.00,-2
"5439472134",4.755,-1.00,-1.00,-2
"5439472143",4.774,-1.00,-1.00,-2
"5439472144",4.779,-1.00,-1.00,-2
"5439472233",4.813,-1.00,-1.00,-2
"5439472234",4.885,-1.00,-1.00,-2
"5439472443",4.880,0.00,0.00,-2
"5439472533",5.057,0.00,0.00,-2
"5439472534",5.057,0.00,0.00,-2
"5439472543",5.015,6.49,0.05,-2
"5439472544",5.056,0.00,0.00,-2
"5439472633",5.056,0.00,0.00,-2
"5439472634",5.055,0.00,0.00,-2
"5439472733",4.873,0.00,0.00,-2
"5439472833",5.073,0.00,0.00,-2
"5439472834",5.065,0.00,0.00,-2
"5439472843",5.054,0.00,0.00,-2
"5439472844",5.041,-1.00,-1.00,-2
"5439472933",5.028,-1.00,-1.00,-2
"5439472934",5.015,-1.00,-1.00,-2
"5439472943",5.013,-1.00,-1.00,-2
"5439472944",5.022,-1.00,-1.00,-2
"5439403912",4.328,-1.00,-1.00,-2
"5439403921",4.324,-1.00,-1.00,-2
"5439403922",4.324,-1.00,-1.00,-2
"5439413011",4.411,-1.00,-1.00,-2
"5439413012",4.339,-1.00,-1.00,-2
"5439413021",4.346,-1.00,-1.00,-2
"5439413022",4.347,-1.00,-1.00,-2
"5439413111",4.347,-1.00,-1.00,-2
"5439413112",4.351,-1.00,-1.00,-2
"5439413121",4.359,-1.00,-1.00,-2
"5439413122",4.368,-1.00,-1.00,-2
"5439413211",4.377,-1.00,-1.00,-2
"5439413212",4.382,-1.00,-1.00,-2
"5439413622",4.538,0.00,0.00,-2
"5439423521",4.331,-1.00,-1.00,-2
"5439423921",4.297,-1.00,-1.00,-2
"5439423922",4.304,-1.00,-1.00,-2
"5439433022",4.288,-1.00,-1.00,-2
"5439433111",4.392,-1.00,-1.00,-2
"5439433112",4.247,-1.00,-1.00,-2
"5439433121",4.240,-1.00,-1.00,-2
"5439433122",4.260,-1.00,-1.00,-2
"5439433211",4.257,-1.00,-1.00,-2
"5439433212",4.247,-1.00,-1.00,-2
"5439433511",4.309,-1.00,-1.00,-2
"5439433712",4.426,-1.00,-1.00,-2
"5439433721",4.427,-1.00,-1.00,-2
"5439433722",4.416,-1.00,-1.00,-2
"5439433811",4.415,-1.00,-1.00,-2
"5439433812",4.408,-1.00,-1.00,-2
"5439433821",4.398,-1.00,-1.00,-2
"5439433822",4.583,0.00,0.00,-2
"5439433911",4.574,0.00,0.00,-2
"5439433921",4.354,-1.00,-1.00,-2
"5439443112",4.265,-1.00,-1.00,-2
"5439443121",4.279,-1.00,-1.00,-2
"5439443222",4.318,-1.00,-1.00,-2
"5439443411",4.306,-1.00,-1.00,-2
"5439443412",4.308,-1.00,-1.00,-2
"5439443421",4.315,-1.00,-1.00,-2
"5439443422",4.321,-1.00,-1.00,-2
"5439443511",4.329,-1.00,-1.00,-2
"5439443512",4.337,-1.00,-1.00,-2
"5439443521",4.340,-1.00,-1.00,-2
"5439443522",4.485,-1.00,-1.00,-2
"5439443611",4.340,-1.00,-1.00,-2
"5439443612",4.341,-1.00,-1.00,-2
"5439443621",4.339,-1.00,-1.00,-2
"5439443622",4.330,-1.00,-1.00,-2
"5439443711",4.409,-1.00,-1.00,-2
"5439443712",4.300,-1.00,-1.00,-2
"5439443721",4.287,-1.00,-1.00,-2
"5439443922",4.343,-1.00,-1.00,-2
"5439453011",4.391,-1.00,-1.00,-2
"5439453111",4.265,-1.00,-1.00,-2
"5439453122",4.217,-1.00,-1.00,-2
"5439453211",4.218,-1.00,-1.00,-2
"5439453621",4.552,0.00,0.00,-2
"5439453622",4.572,0.00,0.00,-2
"5439453711",4.595,0.00,0.00,-2
"5439453712",4.605,0.00,0.00,-2
"5439453721",4.615,0.00,0.00,-2
"5439453722",4.633,-1.00,-1.00,-2
"5439453811",4.665,-1.00,-1.00,-2
"5439453812",4.683,-1.00,-1.00,-2
"5439453821",4.692,-1.00,-1.00,-2
"5439453822",4.698,-1.00,-1.00,-2
"5439453911",4.700,-1.00,-1.00,-2
"5439453912",4.699,-1.00,-1.00,-2
"5439453921",4.704,-1.00,-1.00,-2
"5439453922",4.700,-1.00,-1.00,-2
"5439463011",4.690,0.00,0.00,-2
"5439463012",4.688,0.00,0.00,-2
"5439463021",4.695,0.00,0.00,-2
"5439463022",4.691,0.00,0.00,-2
"5439463111",4.687,0.00,0.00,-2
"5439463112",4.687,0.00,0.00,-2
"5439463121",4.687,0.00,0.00,-2
"5439463122",4.683,0.00,0.00,-2
"5439463211",4.700,0.00,0.00,-2
"5439463212",4.699,0.00,0.00,-2
"5439463221",4.695,0.00,0.00,-2
"5439463222",4.931,2.06,0.05,-2
"5439463311",4.695,0.00,0.00,-2
"5439463312",4.693,0.00,0.00,-2
"5439463321",4.702,0.00,0.00,-2
"5439463322",4.704,0.00,0.00,-2
"5439463411",4.703,0.00,0.00,-2
"5439463421",4.877,0.00,0.00,-2
"5439463422",4.776,0.00,0.00,-2
"5439463721",4.901,-1.00,-1.00,-2
"5439463821",4.881,-1.00,-1.00,-2
"5439473022",4.739,0.00,0.00,-2
"5439473111",4.748,0.00,0.00,-2
"5439473112",4.750,-1.00,-1.00,-2
"5439473121",4.768,-1.00,-1.00,-2
"5439473122",4.777,-1.00,-1.00,-2
"5439473211",4.804,-1.00,-1.00,-2
"5439473212",4.898,-1.00,-1.00,-2
"5439473221",4.812,-1.00,-1.00,-2
"5439473322",4.759,0.00,0.00,-2
"5439473422",4.877,0.00,0.00,-2
"5439473512",5.056,0.00,0.00,-2
"5439473521",5.055,0.00,0.00,-2
"5439473522",5.054,0.00,0.00,-2
"5439473611",5.053,0.00,0.00,-2
"5439473612",5.051,0.00,0.00,-2
"5439473711",4.869,0.00,0.00,-2
"5439473811",5.066,0.00,0.00,-2
"5439473812",5.055,0.00,0.00,-2
"5439473821",5.044,-1.00,-1.00,-2
"5439473822",5.032,-1.00,-1.00,-2
"5439473911",5.020,-1.00,-1.00,-2
"5439473912",5.008,-1.00,-1.00,-2
"5439473921",5.006,-1.00,-1.00,-2
"5439473922",5.014,-1.00,-1.00,-2
"5439403913",4.579,0.00,0.00,-2
"5439403914",4.314,-1.00,-1.00,-2
"5439403923",4.315,-1.00,-1.00,-2
"5439403924",4.324,-1.00,-1.00,-2
"5439413013",4.329,-1.00,-1.00,-2
"5439413014",4.337,-1.00,-1.00,-2
"5439413023",4.341,-1.00,-1.00,-2
"5439413024",4.347,-1.00,-1.00,-2
"5439413113",4.351,-1.00,-1.00,-2
"5439413114",4.348,-1.00,-1.00,-2
"5439413123",4.358,-1.00,-1.00,-2
"5439413124",4.366,-1.00,-1.00,-2
"5439413213",4.379,-1.00,-1.00,-2
"5439413214",4.380,-1.00,-1.00,-2
"5439413624",4.544,0.00,0.00,-2
"5439423514",4.327,-1.00,-1.00,-2
"5439423914",4.294,-1.00,-1.00,-2
"5439423923",4.304,-1.00,-1.00,-2
"5439433023",4.308,-1.00,-1.00,-2
"5439433024",4.294,-1.00,-1.00,-2
"5439433113",4.276,-1.00,-1.00,-2
"5439433114",4.258,-1.00,-1.00,-2
"5439433213",4.249,-1.00,-1.00,-2
"5439433214",4.247,-1.00,-1.00,-2
"5439433513",4.290,-1.00,-1.00,-2
"5439433714",4.418,-1.00,-1.00,-2
"5439433723",4.608,-1.00,-1.00,-2
"5439433724",4.379,-1.00,-1.00,-2
"5439433813",4.587,-1.00,-1.00,-2
"5439433814",4.390,-1.00,-1.00,-2
"5439433823",4.387,-1.00,-1.00,-2
"5439433824",4.377,-1.00,-1.00,-2
"5439433913",4.363,-1.00,-1.00,-2
"5439433923",4.342,-1.00,-1.00,-2
"5439433924",4.336,-1.00,-1.00,-2
"5439443013",4.294,-1.00,-1.00,-2
"5439443223",4.281,-1.00,-1.00,-2
"5439443224",4.306,-1.00,-1.00,-2
"5439443313",4.298,-1.00,-1.00,-2
"5439443413",4.293,-1.00,-1.00,-2
"5439443414",4.292,-1.00,-1.00,-2
"5439443423",4.298,-1.00,-1.00,-2
"5439443424",4.307,-1.00,-1.00,-2
"5439443513",4.318,-1.00,-1.00,-2
"5439443514",4.327,-1.00,-1.00,-2
"5439443523",4.333,-1.00,-1.00,-2
"5439443524",4.334,-1.00,-1.00,-2
"5439443613",4.333,-1.00,-1.00,-2
"5439443614",4.333,-1.00,-1.00,-2
"5439443623",4.330,-1.00,-1.00,-2
"5439443624",4.323,-1.00,-1.00,-2
"5439443713",4.313,-1.00,-1.00,-2
"5439443714",4.302,-1.00,-1.00,-2
"5439443723",4.287,-1.00,-1.00,-2
"5439443924",4.322,-1.00,-1.00,-2
"5439453013",4.376,-1.00,-1.00,-2
"5439453623",4.546,0.00,0.00,-2
"5439453624",4.567,0.00,0.00,-2
"5439453713",4.584,0.00,0.00,-2
"5439453714",4.604,0.00,0.00,-2
"5439453723",4.617,-1.00,-1.00,-2
"5439453724",4.631,-1.00,-1.00,-2
"5439453813",4.656,-1.00,-1.00,-2
"5439453814",4.679,-1.00,-1.00,-2
"5439453823",4.687,-1.00,-1.00,-2
"5439453824",4.681,-1.00,-1.00,-2
"5439453913",4.694,-1.00,-1.00,-2
"5439453914",4.698,-1.00,-1.00,-2
"5439453923",4.790,-1.00,-1.00,-2
"5439453924",4.690,-1.00,-1.00,-2
"5439463013",4.694,0.00,0.00,-2
"5439463014",4.691,0.00,0.00,-2
"5439463023",4.690,0.00,0.00,-2
"5439463024",4.696,0.00,0.00,-2
"5439463113",4.695,0.00,0.00,-2
"5439463114",4.706,0.00,0.00,-2
"5439463123",4.708,0.00,0.00,-2
"5439463124",4.702,0.00,0.00,-2
"5439463213",4.694,0.00,0.00,-2
"5439463214",4.691,0.00,0.00,-2
"5439463223",4.686,0.00,0.00,-2
"5439463224",4.690,0.00,0.00,-2
"5439463313",4.695,0.00,0.00,-2
"5439463314",4.693,0.00,0.00,-2
"5439463323",4.700,0.00,0.00,-2
"5439463324",4.694,0.00,0.00,-2
"5439463423",4.873,0.00,0.00,-2
"5439463424",4.852,0.00,0.00,-2
"5439463723",4.888,-1.00,-1.00,-2
"5439463724",4.879,-1.00,-1.00,-2
"5439463823",4.883,-1.00,-1.00,-2
"5439473024",4.735,0.00,0.00,-2
"5439473113",4.748,0.00,0.00,-2
"5439473114",4.755,0.00,0.00,-2
"5439473123",4.763,-1.00,-1.00,-2
"5439473124",4.776,-1.00,-1.00,-2
"5439473213",4.790,-1.00,-1.00,-2
"5439473214",4.813,-1.00,-1.00,-2
"5439473223",4.814,-1.00,-1.00,-2
"5439473324",4.753,0.00,0.00,-2
"5439473424",4.869,0.00,0.00,-2
"5439473514",5.054,0.00,0.00,-2
"5439473523",5.053,0.00,0.00,-2
"5439473524",5.051,0.00,0.00,-2
"5439473613",5.049,0.00,0.00,-2
"5439473614",5.047,0.00,0.00,-2
"5439473713",4.869,0.00,0.00,-2
"5439473724",5.072,0.00,0.00,-2
"5439473813",5.059,0.00,0.00,-2
"5439473814",5.045,-1.00,-1.00,-2
"5439473823",5.033,0.21,0.01,-2
"5439473824",4.981,2.61,0.07,-2
"5439473913",5.011,0.06,0.01,-2
"5439473914",5.000,0.00,0.00,-2
"5439473923",4.998,0.00,0.00,-2
"5439473924",5.005,0.02,0.01,-2
"5439403842",4.334,-1.00,-1.00,-2
"5439403931",4.335,-1.00,-1.00,-2
"5439403932",4.314,-1.00,-1.00,-2
"5439403941",4.315,-1.00,-1.00,-2
"5439403942",4.321,-1.00,-1.00,-2
"5439413031",4.328,-1.00,-1.00,-2
"5439413032",4.331,-1.00,-1.00,-2
"5439413041",4.337,-1.00,-1.00,-2
"5439413042",4.345,-1.00,-1.00,-2
"5439413131",4.348,-1.00,-1.00,-2
"5439413132",4.349,-1.00,-1.00,-2
"5439413141",4.359,-1.00,-1.00,-2
"5439413142",4.369,-1.00,-1.00,-2
"5439413231",4.374,-1.00,-1.00,-2
"5439413631",4.548,0.00,0.00,-2
"5439423531",4.348,-1.00,-1.00,-2
"5439423541",4.301,-1.00,-1.00,-2
"5439423932",4.215,-1.00,-1.00,-2
"5439433032",4.313,-1.00,-1.00,-2
"5439433041",4.302,-1.00,-1.00,-2
"5439433042",4.292,-1.00,-1.00,-2
"5439433131",4.275,-1.00,-1.00,-2
"5439433132",4.256,-1.00,-1.00,-2
"5439433141",4.240,-1.00,-1.00,-2
"5439433642",4.380,-1.00,-1.00,-2
"5439433731",4.393,-1.00,-1.00,-2
"5439433732",4.411,-1.00,-1.00,-2
"5439433741",4.413,-1.00,-1.00,-2
"5439433742",4.373,-1.00,-1.00,-2
"5439433831",4.364,-1.00,-1.00,-2
"5439433832",4.378,-1.00,-1.00,-2
"5439433841",4.374,-1.00,-1.00,-2
"5439443241",4.291,-1.00,-1.00,-2
"5439443242",4.295,-1.00,-1.00,-2
"5439443331",4.290,-1.00,-1.00,-2
"5439443431",4.446,-1.00,-1.00,-2
"5439443432",4.443,-1.00,-1.00,-2
"5439443441",4.290,-1.00,-1.00,-2
"5439443442",4.302,-1.00,-1.00,-2
"5439443531",4.310,-1.00,-1.00,-2
"5439443532",4.319,-1.00,-1.00,-2
"5439443541",4.325,-1.00,-1.00,-2
"5439443542",4.326,-1.00,-1.00,-2
"5439443631",4.327,-1.00,-1.00,-2
"5439443632",4.328,-1.00,-1.00,-2
"5439443641",4.323,-1.00,-1.00,-2
"5439443642",4.316,-1.00,-1.00,-2
"5439443731",4.311,-1.00,-1.00,-2
"5439443732",4.296,-1.00,-1.00,-2
"5439443741",4.295,-1.00,-1.00,-2
"5439453031",4.350,-1.00,-1.00,-2
"5439453042",4.268,-1.00,-1.00,-2
"5439453641",4.513,0.00,0.00,-2
"5439453731",4.577,0.00,0.00,-2
"5439453732",4.594,0.00,0.00,-2
"5439453741",4.607,-1.00,-1.00,-2
"5439453742",4.622,-1.00,-1.00,-2
"5439453831",4.703,-1.00,-1.00,-2
"5439453832",4.666,-1.00,-1.00,-2
"5439453841",4.679,-1.00,-1.00,-2
"5439453842",4.686,-1.00,-1.00,-2
"5439453931",4.687,-1.00,-1.00,-2
"5439453932",4.697,-1.00,-1.00,-2
"5439453941",4.695,-1.00,-1.00,-2
"5439453942",4.698,0.00,0.00,-2
"5439463031",4.704,0.00,0.00,-2
"5439463032",4.706,0.00,0.00,-2
"5439463041",4.709,0.00,0.00,-2
"5439463042",4.708,0.00,0.00,-2
"5439463131",4.709,0.00,0.00,-2
"5439463132",4.714,0.00,0.00,-2
"5439463141",4.710,0.00,0.00,-2
"5439463142",4.703,0.00,0.00,-2
"5439463231",4.696,0.00,0.00,-2
"5439463232",4.686,0.00,0.00,-2
"5439463241",4.682,0.00,0.00,-2
"5439463242",4.687,0.00,0.00,-2
"5439463331",4.691,0.00,0.00,-2
"5439463332",4.698,0.00,0.00,-2
"5439463341",4.698,0.00,0.00,-2
"5439463432",4.850,0.00,0.00,-2
"5439463441",4.855,0.00,0.00,-2
"5439463442",4.850,0.00,0.00,-2
"5439463742",4.877,-1.00,-1.00,-2
"5439473042",4.733,0.00,0.00,-2
"5439473131",4.750,0.00,0.00,-2
"5439473132",4.752,0.00,0.00,-2
"5439473141",4.769,-1.00,-1.00,-2
"5439473142",4.769,-1.00,-1.00,-2
"5439473231",4.781,-1.00,-1.00,-2
"5439473232",4.795,-1.00,-1.00,-2
"5439473241",4.803,-1.00,-1.00,-2
"5439473442",5.055,0.00,0.00,-2
"5439473532",5.058,0.00,0.00,-2
"5439473541",5.057,0.00,0.00,-2
"5439473542",5.053,0.00,0.00,-2
"5439473631",5.049,0.00,0.00,-2
"5439473632",5.045,0.00,0.00,-2
"5439473731",4.859,0.00,0.00,-2
"5439473742",5.066,-1.00,-1.00,-2
"5439473831",5.050,-1.00,-1.00,-2
"5439473832",5.035,-1.00,-1.00,-2
"5439473841",5.022,-1.00,-1.00,-2
"5439473842",4.973,0.00,0.00,-2
"5439473931",5.005,0.02,0.01,-2
"5439473932",4.996,0.00,0.00,-2
"5439473941",4.995,0.00,0.00,-2
"5439473942",5.001,0.00,0.00,-2
"5439403843",4.349,-1.00,-1.00,-2
"5439403844",4.340,-1.00,-1.00,-2
"5439403933",4.700,0.00,0.00,-2
"5439403934",4.321,-1.00,-1.00,-2
"5439403943",4.321,-1.00,-1.00,-2
"5439403944",4.326,-1.00,-1.00,-2
"5439413033",4.329,-1.00,-1.00,-2
"5439413034",4.327,-1.00,-1.00,-2
"5439413043",4.332,-1.00,-1.00,-2
"5439413044",4.340,-1.00,-1.00,-2
"5439413133",4.347,-1.00,-1.00,-2
"5439413134",4.345,-1.00,-1.00,-2
"5439413143",4.356,-1.00,-1.00,-2
"5439413144",4.367,-1.00,-1.00,-2
"5439413633",4.542,0.00,0.00,-2
"5439423133",4.555,-1.00,-1.00,-2
"5439423444",4.392,-1.00,-1.00,-2
"5439423533",4.354,-1.00,-1.00,-2
"5439423534",4.302,-1.00,-1.00,-2
"5439423844",4.259,-1.00,-1.00,-2
"5439423933",4.283,-1.00,-1.00,-2
"5439423934",4.269,-1.00,-1.00,-2
"5439433033",4.291,-1.00,-1.00,-2
"5439433034",4.302,-1.00,-1.00,-2
"5439433043",4.294,-1.00,-1.00,-2
"5439433044",4.279,-1.00,-1.00,-2
"5439433133",4.263,-1.00,-1.00,-2
"5439433134",4.246,-1.00,-1.00,-2
"5439433143",4.234,-1.00,-1.00,-2
"5439433144",4.234,-1.00,-1.00,-2
"5439433634",4.337,-1.00,-1.00,-2
"5439433643",4.366,-1.00,-1.00,-2
"5439433644",4.533,-1.00,-1.00,-2
"5439433733",4.374,-1.00,-1.00,-2
"5439433734",4.386,-1.00,-1.00,-2
"5439433743",4.407,-1.00,-1.00,-2
"5439433744",4.381,-1.00,-1.00,-2
"5439433834",4.370,-1.00,-1.00,-2
"5439433843",4.360,-1.00,-1.00,-2
"5439433944",4.275,-1.00,-1.00,-2
"5439443243",4.284,-1.00,-1.00,-2
"5439443244",4.285,-1.00,-1.00,-2
"5439443333",4.280,-1.00,-1.00,-2
"5439443433",4.276,-1.00,-1.00,-2
"5439443434",4.294,-1.00,-1.00,-2
"5439443443",4.290,-1.00,-1.00,-2
"5439443444",4.298,-1.00,-1.00,-2
"5439443533",4.304,-1.00,-1.00,-2
"5439443534",4.311,-1.00,-1.00,-2
"5439443543",4.317,-1.00,-1.00,-2
"5439443544",4.319,-1.00,-1.00,-2
"5439443633",4.320,-1.00,-1.00,-2
"5439443634",4.322,-1.00,-1.00,-2
"5439443643",4.323,-1.00,-1.00,-2
"5439443644",4.317,-1.00,-1.00,-2
"5439443733",4.312,-1.00,-1.00,-2
"5439443734",4.305,-1.00,-1.00,-2
"5439443743",4.305,-1.00,-1.00,-2
"5439443744",4.280,-1.00,-1.00,-2
"5439443944",4.308,-1.00,-1.00,-2
"5439453033",4.334,-1.00,-1.00,-2
"5439453044",4.276,-1.00,-1.00,-2
"5439453733",4.563,0.00,0.00,-2
"5439453734",4.585,0.00,0.00,-2
"5439453743",4.594,0.00,0.00,-2
"5439453744",4.612,-1.00,-1.00,-2
"5439453833",4.639,-1.00,-1.00,-2
"5439453834",4.655,-1.00,-1.00,-2
"5439453843",4.668,0.00,0.00,-2
"5439453844",4.680,-1.00,-1.00,-2
"5439453933",4.690,-1.00,-1.00,-2
"5439453934",4.704,-1.00,-1.00,-2
"5439453943",4.713,0.00,0.00,-2
"5439453944",4.705,0.00,0.00,-2
"5439463033",4.821,0.00,0.00,-2
"5439463034",4.709,0.00,0.00,-2
"5439463043",4.715,0.00,0.00,-2
"5439463044",4.709,0.00,0.00,-2
"5439463133",4.708,0.00,0.00,-2
"5439463134",4.700,0.00,0.00,-2
"5439463143",4.697,0.00,0.00,-2
"5439463144",4.693,0.00,0.00,-2
"5439463233",4.686,0.00,0.00,-2
"5439463234",4.679,0.00,0.00,-2
"5439463243",4.681,0.00,0.00,-2
"5439463244",4.687,0.00,0.00,-2
"5439463333",4.692,0.00,0.00,-2
"5439463334",4.696,0.00,0.00,-2
"5439463343",4.700,0.00,0.00,-2
"5439463344",4.690,0.00,0.00,-2
"5439463443",4.849,0.00,0.00,-2
"5439463444",4.849,0.00,0.00,-2
"5439463744",4.875,-1.00,-1.00,-2
"5439463844",4.890,-1.00,-1.00,-2
"5439473044",4.731,0.00,0.00,-2
"5439473133",4.742,0.00,0.00,-2
"5439473134",4.746,0.00,0.00,-2
"5439473143",4.762,0.00,0.00,-2
"5439473144",4.767,-1.00,-1.00,-2
"5439473233",4.780,-1.00,-1.00,-2
"5439473234",4.792,-1.00,-1.00,-2
"5439473243",4.794,0.00,0.00,-2
"5439473443",5.057,0.00,0.00,-2
"5439473444",5.060,0.00,0.00,-2
"5439473533",5.064,0.00,0.00,-2
"5439473534",5.067,0.00,0.00,-2
"5439473543",5.066,0.00,0.00,-2
"5439473544",5.059,0.00,0.00,-2
"5439473633",5.052,0.00,0.00,-2
"5439473634",5.045,0.00,0.00,-2
"5439473744",5.058,-1.00,-1.00,-2
"5439473833",5.041,-1.00,-1.00,-2
"5439473834",5.023,-1.00,-1.00,-2
"5439473843",5.011,-1.00,-1.00,-2
"5439473844",5.007,-1.00,-1.00,-2
"5439473933",5.002,0.00,0.00,-2
"5439473934",4.997,0.00,0.00,-2
"5439473943",4.996,0.00,0.00,-2
"5439473944",5.000,0.00,0.00,-2
"5439404812",4.351,-1.00,-1.00,-2
"5439404821",4.348,-1.00,-1.00,-2
"5439404822",4.339,-1.00,-1.00,-2
"5439404911",4.344,-1.00,-1.00,-2
"5439404912",4.332,-1.00,-1.00,-2
"5439404921",4.323,-1.00,-1.00,-2
"5439404922",4.327,-1.00,-1.00,-2
"5439414011",4.324,-1.00,-1.00,-2
"5439414012",4.325,-1.00,-1.00,-2
"5439414021",4.328,-1.00,-1.00,-2
"5439414022",4.339,-1.00,-1.00,-2
"5439414111",4.341,-1.00,-1.00,-2
"5439414112",4.346,-1.00,-1.00,-2
"5439414121",4.672,0.00,0.00,-2
"5439414622",4.529,0.00,0.00,-2
"5439424111",4.541,-1.00,-1.00,-2
"5439424421",4.391,-1.00,-1.00,-2
"5439424422",4.376,-1.00,-1.00,-2
"5439424511",4.361,-1.00,-1.00,-2
"5439424512",4.319,-1.00,-1.00,-2
"5439424822",4.255,-1.00,-1.00,-2
"5439424911",4.258,-1.00,-1.00,-2
"5439424922",4.261,-1.00,-1.00,-2
"5439434011",4.274,-1.00,-1.00,-2
"5439434012",4.288,-1.00,-1.00,-2
"5439434021",4.288,-1.00,-1.00,-2
"5439434022",4.265,-1.00,-1.00,-2
"5439434111",4.475,-1.00,-1.00,-2
"5439434112",4.227,-1.00,-1.00,-2
"5439434121",4.226,-1.00,-1.00,-2
"5439434122",4.243,-1.00,-1.00,-2
"5439434211",4.232,-1.00,-1.00,-2
"5439434612",4.313,-1.00,-1.00,-2
"5439434621",4.354,-1.00,-1.00,-2
"5439434721",4.406,-1.00,-1.00,-2
"5439434812",4.510,0.00,0.00,-2
"5439434821",4.499,0.00,0.00,-2
"5439434822",4.325,-1.00,-1.00,-2
"5439434922",4.292,-1.00,-1.00,-2
"5439444221",4.265,-1.00,-1.00,-2
"5439444222",4.272,-1.00,-1.00,-2
"5439444411",4.271,-1.00,-1.00,-2
"5439444412",4.289,-1.00,-1.00,-2
"5439444421",4.288,-1.00,-1.00,-2
"5439444422",4.291,-1.00,-1.00,-2
"5439444511",4.302,-1.00,-1.00,-2
"5439444512",4.304,-1.00,-1.00,-2
"5439444521",4.311,-1.00,-1.00,-2
"5439444522",4.473,-1.00,-1.00,-2
"5439444611",4.317,-1.00,-1.00,-2
"5439444612",4.323,-1.00,-1.00,-2
"5439444621",4.498,-1.00,-1.00,-2
"5439444622",4.325,-1.00,-1.00,-2
"5439444711",4.318,-1.00,-1.00,-2
"5439444712",4.314,-1.00,-1.00,-2
"5439444721",4.314,-1.00,-1.00,-2
"5439444722",4.316,-1.00,-1.00,-2
"5439454011",4.319,-1.00,-1.00,-2
"5439454022",4.263,-1.00,-1.00,-2
"5439454612",4.499,0.00,0.00,-2
"5439454621",4.547,0.00,0.00,-2
"5439454622",4.555,0.00,0.00,-2
"5439454711",4.567,0.00,0.00,-2
"5439454712",4.576,0.00,0.00,-2
"5439454721",4.587,0.00,0.00,-2
"5439454722",4.604,0.00,0.00,-2
"5439454811",4.704,0.00,0.00,-2
"5439454812",4.645,0.00,0.00,-2
"5439454821",4.661,0.00,0.00,-2
"5439454822",4.677,0.00,0.00,-2
"5439454911",4.692,-1.00,-1.00,-2
"5439454912",4.711,-1.00,-1.00,-2
"5439454921",4.718,-1.00,-1.00,-2
"5439454922",4.710,0.00,0.00,-2
"5439464011",4.713,0.00,0.00,-2
"5439464012",4.707,0.00,0.00,-2
"5439464021",4.713,0.00,0.00,-2
"5439464022",4.707,0.00,0.00,-2
"5439464111",4.702,0.00,0.00,-2
"5439464112",4.696,0.00,0.00,-2
"5439464121",4.692,0.00,0.00,-2
"5439464122",4.688,0.00,0.00,-2
"5439464211",4.684,0.00,0.00,-2
"5439464212",4.680,0.00,0.00,-2
"5439464221",4.683,0.00,0.00,-2
